Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Yusin Cho, Zahid Parvez Sukhan, Won-Kyo Lee, Kang Hee Kho","Structural and functional characterization of Hdh-HSBP1 and its involvement in heat stress and early development in Pacific abalone, Haliotis discus hannai",2024,Fish &amp; Shellfish Immunology,Elsevier BV,https://doi.org/10.1016/j.fsi.2024.109660,,44,8/12/2025 11:28,journal-article,10.1016/j.fsi.2024.109660,1050-4648,,151,,109660,109660,0,0,0,4,1,,https://api.elsevier.com/content/article/PII:S105046482400305X,
19,"Min Ju Kim, Jin A Kim, Dae-Won Lee, Young-Su Park, Jun-Hwan Kim, Cheol Young Choi",Oxidative Stress and Apoptosis in Disk Abalone (Haliotis discus hannai) Caused by Water Temperature and pH Changes,2023,Antioxidants,MDPI AG,https://doi.org/10.3390/antiox12051003,,45,8/12/2025 11:28,journal-article,10.3390/antiox12051003,2076-3921,,12,5,1003,1003,19,9.5,3,6,2,"Ocean warming and acidification can induce oxidative stress in marine species, resulting in cellular damage and apoptosis. However, the effects of pH and water temperature conditions on oxidative stress and apoptosis in disk abalone are poorly understood. This study investigated, for the first time, the effects of different water temperatures (15, 20, and 25 °C) and pH levels (7.5 and 8.1) on oxidative stress and apoptosis in disk abalone by estimating levels of H2O2, malondialdehyde (MDA), dismutase (SOD), catalase (CAT), and the apoptosis-related gene caspase-3. We also visually confirmed apoptotic effects of different water temperatures and pH levels via in situ hybridization and terminal deoxynucleotidyl transferase dUTP nick end labeling assays. The levels of H2O2, MDA, SOD, CAT, and caspase-3 increased under low/high water temperature and/or low pH conditions. Expression of the genes was high under high temperature and low pH conditions. Additionally, the apoptotic rate was high under high temperatures and low pH conditions. These results indicate that changes in water temperature and pH conditions individually and in combination trigger oxidative stress in abalone, which can induce cell death. Specifically, high temperatures induce apoptosis by increasing the expression of the apoptosis-related gene caspase-3.",https://www.mdpi.com/2076-3921/12/5/1003/pdf,
1,"Tuo YAO, Yanli JIA, Jian HE, Ruixuan WANG, Jiangyong WANG",Differences in high temperature stress and growth between southern and northern populations of <i>Haliotis discus hannai</i>,2017,Journal of Fishery Sciences of China,China Science Publishing & Media Ltd.,https://doi.org/10.3724/sp.j.1118.2017.16167,,46,8/12/2025 11:28,journal-article,10.3724/sp.j.1118.2017.16167,1005-8737,,24,2,258,258,1,0.13,0,5,8,,http://www.fishscichina.com/zgsckx/article/pdf/5744,
1,"Andre Vosloo, Dalene Vosloo, Anel Laas",Oxygen stress in South African abalone (Haliotis midae) from land-based aquaculture systems,2009,Comparative Biochemistry and Physiology Part A: Molecular &amp; Integrative Physiology,Elsevier BV,https://doi.org/10.1016/j.cbpa.2009.04.263,,47,8/12/2025 11:28,journal-article,10.1016/j.cbpa.2009.04.263,1095-6433,,153,2,,,1,0.06,0,3,16,,https://api.elsevier.com/content/article/PII:S1095643309004292,
13,"Hae Seung Jeong, Sung Hwoan Cho, Ki Wook Lee","Dietary substitution effect of Undaria pinnatifida with onion extract by-product on growth, chemical composition and air exposure stress of juvenile abalone (Haliotis discus, Reeve 1846)",2020,Aquaculture,Elsevier BV,https://doi.org/10.1016/j.aquaculture.2020.735718,,48,8/12/2025 11:28,journal-article,10.1016/j.aquaculture.2020.735718,0044-8486,,529,,735718,735718,13,2.6,4,3,5,,https://api.elsevier.com/content/article/PII:S0044848620317014,
6,"Keke Lei, Zhengyi Cui, Chang Liu, Javad Sahandi, Wanxiu Rao, Peng Chen, Kangsen Mai, Wenbing Zhang","Dietary arachidonic acid affects the growth performance, fatty acid profile, immunity and resistance to heat stress in juvenile abalone Haliotis discus hannai Ino",2023,Aquaculture,Elsevier BV,https://doi.org/10.1016/j.aquaculture.2023.739776,,49,8/12/2025 11:28,journal-article,10.1016/j.aquaculture.2023.739776,0044-8486,,575,,739776,739776,6,3,1,8,2,,https://api.elsevier.com/content/article/PII:S0044848623005501,
12,"S. Christine Hansen, Louis A. Gosselin","Do predators, handling stress or field acclimation periods influence the survivorship of hatchery‐reared abalone <i>Haliotis kamtschatkana</i> outplanted into natural habitats?",2013,Aquatic Conservation: Marine and Freshwater Ecosystems,Wiley,https://doi.org/10.1002/aqc.2315,,50,8/12/2025 11:28,journal-article,10.1002/aqc.2315,1052-7613,,23,2,246,253,12,1,6,2,12,ABSTRACT:,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Faqc.2315,
11,"Chan-Hee Kim, Eun Jeong Kim, Chaehwa Seo, Choul Ji Park, Yoon Kwon Nam",Transcriptome expression profiles between diploid and triploid Pacific abalone (Haliotis discus hannai) juveniles in response to acute heat-stress and hypoxia treatments,2021,Marine Genomics,Elsevier BV,https://doi.org/10.1016/j.margen.2020.100820,,51,8/12/2025 11:28,journal-article,10.1016/j.margen.2020.100820,1874-7787,,57,,100820,100820,11,2.75,2,5,4,,https://api.elsevier.com/content/article/PII:S1874778720300817,
4,"Zhou Wu, Yumin Yang, Liqing Zhou, Changfeng Chi, Xiujun Sun, Biao Wu, Zhihong Liu, Yan Wang","Transcriptome Sequencing Reveals the Response to Acute Thermal Stress in the Pacific Abalone, Haliotis discus hannai",2023,Aquaculture Research,Wiley,https://doi.org/10.1155/2023/7621215,,52,8/12/2025 11:28,journal-article,10.1155/2023/7621215,1365-2109,,2023,,1,12,4,2,1,8,2,"The Pacific abalone is an economically important cold-water shellfish. With its widespread culture, high temperature has become a key abiotic factor for the high mortality of Pacific abalone in summer, particularly in the south of China. To understand the molecular regulatory mechanisms of thermal stress response in Pacific abalone for further analyzing its heat adaptive capacity, we subjected Pacific abalone to acute heat stress at 28°C for 6, 24, and 48 hr, respectively. A total of 2,213, 2,337, and 1,420 differentially expressed genes (DEGs) were identified in Pacific abalone after 6, 24, and 48 hr of thermal stress, respectively, as compared with the control group without heat stimulation. These DEGs were significantly enriched in protein folding and chaperone-mediated protein folding process, antigen processing and presentation, and protein processing in endoplasmic reticulum pathways. The expression of numerous molecular chaperones was significantly upregulated after thermal stress. Maintaining cellular homeostasis through the upregulated expression of molecular chaperones associated with endoplasmic reticulum-associated degradation (ERAD) pathways might be central to the defense of Pacific abalone against thermal stress. In addition, the expression of Toll-like receptor 6 (TLR6) and myeloid differentiation factor 88 (MyD88) genes of the TLR signaling pathway was also induced. Therefore, the Pacific abalone might activate the immune defense system to resist the invasion of pathogenic bacteria by upregulating immune-related genes after thermal challenges. Our results not only contribute to a deeper understanding of heat stress regulation in the Pacific abalone but also provide basic data for molecular genetic breeding of heat-resistant abalone.",http://downloads.hindawi.com/journals/are/2023/7621215.pdf,
10,"Don Anushka Sandaruwan Elvitigala, R.G.P.T. Jayasooriya, Ilson whang, Jehee Lee",First report on the gastropod proapoptotic AIF3 counterpart from disk abalone (Haliotis discus discus) deciphering its transcriptional modulation by induced pathogenic stress,2015,Fish &amp; Shellfish Immunology,Elsevier BV,https://doi.org/10.1016/j.fsi.2015.10.006,,53,8/12/2025 11:28,journal-article,10.1016/j.fsi.2015.10.006,1050-4648,,47,2,697,705,10,1,3,4,10,,https://api.elsevier.com/content/article/PII:S1050464815301844,
6,"Qihu Dai, Sung Hwoan Cho","Dietary inclusion effect of citrus peel by-product as an additive on the growth performance, body composition, and various stress resistance of juvenile abalone (Haliotis discus) compared to ethoxyquin",2022,Aquaculture Reports,Elsevier BV,https://doi.org/10.1016/j.aqrep.2022.101187,,54,8/12/2025 11:28,journal-article,10.1016/j.aqrep.2022.101187,2352-5134,,24,,101187,101187,6,2,3,2,3,,https://api.elsevier.com/content/article/PII:S2352513422001831,
0,"Phuong-Hong Nguyen, Sun-Ae Kim, Il-Whan Choi, Won-Kyo Jung",Protective Effects of In Vitro Gastrointestinal Digests of Abalone (Haliotis discus hannai) Intestines against Oxidative Stress in RAW264.7 Macrophage Cells,2010,Fisheries and aquatic sciences,The Korean Society of Fisheries and Aquatic Science,https://doi.org/10.5657/fas.2010.13.3.216,,55,8/12/2025 11:28,journal-article,10.5657/fas.2010.13.3.216,1226-9204,,13,3,216,223,0,0,0,4,15,,http://ocean.kisti.re.kr/downfile/volume/kofis/E1HKAL/2010/v13n3/E1HKAL_2010_v13n3_216.pdf,
0,"Jiping Zhang, Qiyuan Fu, Yingjie Wang, Ye Mu, Hai Ren, Liyuan Xue, Jiahuan Liu","Resveratrol alleviates oxidative stress, inflammatory cytokine expression and apoptosis induced by nanoplastics in the hemocytes of abalone (Haliotis discus hannai)",2025,Aquaculture Reports,Elsevier BV,https://doi.org/10.1016/j.aqrep.2025.102983,,56,8/12/2025 11:28,journal-article,10.1016/j.aqrep.2025.102983,2352-5134,,43,,102983,102983,0,0,0,7,1,,https://api.elsevier.com/content/article/PII:S2352513425003692,
16,"Eun Young Min, Yong-Joo Cha, Ju-Chan Kang",Effects of waterborne nickel on the physiological and immunological parameters of the Pacific abalone Haliotis discus hannai during thermal stress,2015,Environmental Science and Pollution Research,Springer Science and Business Media LLC,https://doi.org/10.1007/s11356-015-4597-1,,57,8/12/2025 11:28,journal-article,10.1007/s11356-015-4597-1,0944-1344,,22,17,13546,13555,16,1.6,5,3,10,,http://link.springer.com/content/pdf/10.1007/s11356-015-4597-1.pdf,
0,"Mi-Jin Choi, Young Dae Oh, J. Sook Chung, Han Kyu Lim",Palliative effect of abalone insulin-related peptide 2 on emersion stress-induced hyperglycemia in the Pacific abalone (Haliotis discus hannai),2024,Aquaculture,Elsevier BV,https://doi.org/10.1016/j.aquaculture.2024.741161,,58,8/12/2025 11:28,journal-article,10.1016/j.aquaculture.2024.741161,0044-8486,,592,,741161,741161,0,0,0,4,1,,https://api.elsevier.com/content/article/PII:S0044848624006227,
3,"Eun Young Min, Jun-Hwan Kim, Jung Sick Lee, Ju-Chan Kang","Nickel bioaccumulation and the antioxidant response in Pacific abalone Haliotis discus hannai, Ino 1953 exposed to waterborne nickel during thermal stress",2021,Aquaculture Reports,Elsevier BV,https://doi.org/10.1016/j.aqrep.2021.100726,,59,8/12/2025 11:28,journal-article,10.1016/j.aqrep.2021.100726,2352-5134,,20,,100726,100726,3,0.75,1,4,4,,https://api.elsevier.com/content/article/PII:S2352513421001423,
0,"Rae Hyok Hwang, Jin A Kim, Ji Yong Choi, Jun-Hwan Kim, Cheol Young Choi",Effects of Different Wavelengths on Stress Responses in Disk Abalone Haliotis discus hannai Exposed to Changing Saline Environments,2025,Ocean Science Journal,Springer Science and Business Media LLC,https://doi.org/10.1007/s12601-025-00219-9,,60,8/12/2025 11:28,journal-article,10.1007/s12601-025-00219-9,1738-5261,,60,3,,,0,0,0,5,1,,https://link.springer.com/content/pdf/10.1007/s12601-025-00219-9.pdf,
22,"Chenglong Wu, Jia Wang, Wei Xu, Wenbing Zhang, Kangsen Mai",Dietary ascorbic acid modulates the expression profile of stress protein genes in hepatopancreas of adult Pacific abalone Haliotis discus hannai Ino,2014,Fish &amp; Shellfish Immunology,Elsevier BV,https://doi.org/10.1016/j.fsi.2014.08.026,,61,8/12/2025 11:28,journal-article,10.1016/j.fsi.2014.08.026,1050-4648,,41,2,120,125,22,2,4,5,11,,https://api.elsevier.com/content/article/PII:S1050464814003118,
0,"Hao Chen, Guiqing Wu, Chunli Jiao, Lizhu Chen, Chunxiao Sun, Xinze Zhang, Xiao Wei, Xueping Wu, Dinglong Yang, Jianmin Zhao","Interactive effects of nitrite and bifenthrin on bioaccumulation, oxidative stress and immune responses of Haliotis discus hannai",2025,Aquatic Toxicology,Elsevier BV,https://doi.org/10.1016/j.aquatox.2025.107512,,62,8/12/2025 11:28,journal-article,10.1016/j.aquatox.2025.107512,0166-445X,,287,,107512,107512,0,0,0,10,1,,https://api.elsevier.com/content/article/PII:S0166445X25002760,
21,"Don Anushka Sandaruwan Elvitigala, H.K.A. Premachandra, Ilson Whang, Bo-Hye Nam, Jehee Lee","Molecular insights of the first gastropod TLR counterpart from disk abalone (Haliotis discus discus), revealing its transcriptional modulation under pathogenic stress",2013,Fish &amp; Shellfish Immunology,Elsevier BV,https://doi.org/10.1016/j.fsi.2013.04.031,,63,8/12/2025 11:28,journal-article,10.1016/j.fsi.2013.04.031,1050-4648,,35,2,334,342,21,1.75,4,5,12,,https://api.elsevier.com/content/article/PII:S1050464813005330,
49,"J. BALDWIN, R.M.G. WELLS, M. LOW, J.M. RYDER","Tauropine and D‐Lactate as Metabolic Stress Indicators during Transport and Storage of Live Paua, (New Zealand Abalone) (<i>Haliotis iris</i>)",1992,Journal of Food Science,Wiley,https://doi.org/10.1111/j.1365-2621.1992.tb05476.x,,64,8/12/2025 11:28,journal-article,10.1111/j.1365-2621.1992.tb05476.x,0022-1147,,57,2,280,282,49,1.48,12,4,33,ABSTRACT: Pyruvate reductase end products were evaluated as specific indicators of anaerobic stress in the New Zealand paua (,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1365-2621.1992.tb05476.x,
0,"Md Abu Hanif, Ji Do Han, Soo Cheol Kim, Shaharior Hossen, Kang Hee Kho","EF-Hand-Binding Secreted Protein Hdh-SMP5 Regulates Shell Biomineralization and Responses to Stress in Pacific Abalone, Haliotis discus hannai",2023,Current Issues in Molecular Biology,MDPI AG,https://doi.org/10.3390/cimb45120629,,65,8/12/2025 11:28,journal-article,10.3390/cimb45120629,1467-3045,,45,12,10079,10096,0,0,0,5,2,"The development of a shell is a complex calcium metabolic process involving shell matrix proteins (SMPs). In this study, we describe the isolation, characterization, and expression of SMP5 and investigate its potential regulatory role in the shell biomineralization of Pacific abalone Haliotis discus hannai. The full-length Hdh-SMP5 cDNA contains 685 bp and encodes a polypeptide of 134 amino acids. Structurally, the Hdh-SMP5 protein belongs to the EF-hand-binding superfamily, which possesses three EF-hand Ca2+-binding regions and is rich in aspartic acid. The distinct clustering patterns in the phylogenetic tree indicate that the amino acid composition and structure of this protein may vary among different SMPs. During early development, significantly higher expression was observed in the trochophore and veliger stages. Hdh-SMP5 was also upregulated during shell biomineralization in Pacific abalone. Long periods of starvation cause Hdh-SMP5 expression to decrease. Furthermore, Hdh-SMP5 expression was observed to be significantly higher under thermal stress at temperatures of 15, 30, and 25 °C for durations of 6 h, 12 h, and 48 h, respectively. Our study is the first to characterize Hdh-SMP5 comprehensively and analyze its expression to elucidate its dynamic roles in ontogenetic development, shell biomineralization, and the response to starvation and thermal stress.",https://www.mdpi.com/1467-3045/45/12/629/pdf,
0,"Nguyen Van Thao, Jaime McAllister, Andrea C. Alfaro, Nha T. Ngo, Craig Mundy",Metabolic changes associated with live transport stress of Haliotis rubra abalone,2025,Comparative Biochemistry and Physiology Part A: Molecular &amp; Integrative Physiology,Elsevier BV,https://doi.org/10.1016/j.cbpa.2025.111883,,66,8/12/2025 11:28,journal-article,10.1016/j.cbpa.2025.111883,1095-6433,,307,,111883,111883,0,0,0,5,1,,https://api.elsevier.com/content/article/PII:S1095643325000819,
